name,color,aroma,regions
Незабудка,Белый,сильный,Субтропики
Незабудка,Розовый,слабый,Австралия
Лилия,Фиолетовый,сильный,Африка
Фиалка,Синий,сильный,Америка
Мак,Красный,умеренный,Америка
Ромашка,Красный,слабый,Америка
Пион,Синий,умеренный,Австралия
Гвоздика,Фиолетовый,умеренный,Европа
Лилия,Фиолетовый,умеренный,Африка
Фиалка,Розовый,сильный,Субтропики
Ирис,Красный,сильный,Австралия
Лаванда,Синий,сильный,Америка
Фиалка,Белый,умеренный,Азия
Ромашка,Бордовый,сильный,Америка
Лилия,Жёлтый,умеренный,Америка
Гвоздика,Фиолетовый,слабый,Азия
Пион,Розовый,сильный,Австралия
Ирис,Бордовый,слабый,Африка
Лилия,Жёлтый,сильный,Америка
Роза,Синий,слабый,Африка
Ирис,Синий,умеренный,Субтропики
Мак,Фиолетовый,слабый,Америка
Хризантема,Оранжевый,слабый,Австралия
Ромашка,Синий,сильный,Европа
Орхидея,Бордовый,сильный,Европа
Нарцисс,Белый,слабый,Европа
Роза,Фиолетовый,сильный,Азия
Пион,Белый,слабый,Европа
Орхидея,Красный,умеренный,Австралия
Роза,Фиолетовый,сильный,Америка
Фиалка,Розовый,слабый,Средняя полоса
Роза,Красный,слабый,Африка
Ирис,Бордовый,слабый,Австралия
Пион,Жёлтый,умеренный,Австралия
Нарцисс,Жёлтый,слабый,Австралия
Лилия,Белый,сильный,Азия
Орхидея,Белый,слабый,Тропики
Ромашка,Фиолетовый,слабый,Азия
Фиалка,Белый,сильный,Средняя полоса
Незабудка,Белый,умеренный,Азия
Васильки,Бордовый,сильный,Африка
Незабудка,Фиолетовый,слабый,Тропики
Фиалка,Жёлтый,слабый,Европа
Нарцисс,Белый,умеренный,Субтропики
Васильки,Оранжевый,умеренный,Субтропики
Роза,Красный,слабый,Субтропики
Незабудка,Бордовый,слабый,Австралия
Ромашка,Бордовый,умеренный,Субтропики
Гвоздика,Фиолетовый,умеренный,Австралия
Тюльпан,Жёлтый,умеренный,Азия
Фиалка,Синий,сильный,Африка
Фиалка,Оранжевый,умеренный,Тропики
Васильки,Оранжевый,слабый,Европа
Хризантема,Жёлтый,слабый,Европа
Васильки,Фиолетовый,умеренный,Субтропики
Орхидея,Бордовый,слабый,Америка
Мак,Бордовый,слабый,Тропики
Лаванда,Жёлтый,умеренный,Субтропики
Мак,Розовый,сильный,Африка
Хризантема,Фиолетовый,сильный,Африка
Орхидея,Фиолетовый,умеренный,Австралия
Гвоздика,Синий,слабый,Америка
Гвоздика,Синий,умеренный,Австралия
Ромашка,Синий,умеренный,Америка
Ромашка,Красный,сильный,Австралия
Ирис,Белый,слабый,Средняя полоса
Ирис,Оранжевый,умеренный,Австралия
Гвоздика,Синий,слабый,Тропики
Нарцисс,Оранжевый,умеренный,Тропики
Роза,Оранжевый,умеренный,Европа
Гвоздика,Белый,умеренный,Австралия
Хризантема,Белый,умеренный,Америка
Ирис,Розовый,слабый,Австралия
Мак,Фиолетовый,слабый,Средняя полоса
Фиалка,Синий,сильный,Субтропики
Лилия,Розовый,сильный,Тропики
Ирис,Красный,слабый,Тропики
Ромашка,Фиолетовый,слабый,Америка
Роза,Белый,слабый,Америка
Гвоздика,Белый,сильный,Азия
Нарцисс,Синий,сильный,Австралия
Орхидея,Фиолетовый,сильный,Тропики
Мак,Синий,умеренный,Австралия
Орхидея,Красный,умеренный,Средняя полоса
Незабудка,Розовый,сильный,Тропики
Пион,Оранжевый,сильный,Австралия
Лилия,Красный,слабый,Субтропики
Лилия,Оранжевый,умеренный,Азия
Незабудка,Жёлтый,сильный,Субтропики
Хризантема,Белый,сильный,Тропики
Фиалка,Розовый,умеренный,Европа
Мак,Оранжевый,умеренный,Африка
Роза,Синий,умеренный,Европа
Фиалка,Красный,умеренный,Средняя полоса
Мак,Синий,слабый,Австралия
Ромашка,Оранжевый,сильный,Средняя полоса
Ирис,Белый,умеренный,Африка
Мак,Бордовый,слабый,Субтропики
Гвоздика,Синий,сильный,Африка
Лаванда,Жёлтый,сильный,Средняя полоса
Мак,Оранжевый,умеренный,Средняя полоса
Незабудка,Оранжевый,сильный,Субтропики
Ирис,Белый,умеренный,Америка
Хризантема,Белый,сильный,Азия
Лаванда,Оранжевый,слабый,Америка
Ромашка,Синий,сильный,Азия
Роза,Жёлтый,умеренный,Азия
Ирис,Белый,умеренный,Средняя полоса
Ромашка,Жёлтый,умеренный,Средняя полоса
Хризантема,Красный,умеренный,Азия
Фиалка,Жёлтый,сильный,Австралия
Незабудка,Фиолетовый,умеренный,Америка
Пион,Розовый,слабый,Средняя полоса
Незабудка,Красный,слабый,Африка
Тюльпан,Оранжевый,сильный,Австралия
Незабудка,Жёлтый,умеренный,Тропики
Орхидея,Оранжевый,сильный,Африка
Тюльпан,Фиолетовый,слабый,Австралия
Лилия,Розовый,сильный,Африка
Ромашка,Жёлтый,умеренный,Австралия
Тюльпан,Розовый,умеренный,Субтропики
Тюльпан,Фиолетовый,слабый,Европа
Ромашка,Фиолетовый,умеренный,Африка
Васильки,Синий,умеренный,Средняя полоса
Нарцисс,Белый,сильный,Америка
Орхидея,Белый,слабый,Европа
Фиалка,Розовый,умеренный,Африка
Хризантема,Бордовый,слабый,Америка
Пион,Жёлтый,сильный,Австралия
Хризантема,Красный,слабый,Тропики
Лилия,Фиолетовый,слабый,Субтропики
Ромашка,Белый,умеренный,Америка
Тюльпан,Розовый,умеренный,Субтропики
Лаванда,Красный,умеренный,Африка
Ирис,Бордовый,слабый,Америка
Васильки,Розовый,сильный,Европа
Гвоздика,Бордовый,сильный,Европа
Фиалка,Фиолетовый,слабый,Субтропики
Хризантема,Белый,слабый,Средняя полоса
Нарцисс,Красный,умеренный,Африка
Тюльпан,Оранжевый,слабый,Субтропики
Тюльпан,Синий,слабый,Австралия
Лаванда,Белый,слабый,Европа
Роза,Красный,сильный,Азия
Ромашка,Жёлтый,умеренный,Америка
Тюльпан,Жёлтый,слабый,Азия
Хризантема,Синий,сильный,Субтропики
Гвоздика,Жёлтый,умеренный,Тропики
Ирис,Оранжевый,умеренный,Азия
Васильки,Оранжевый,умеренный,Австралия
Фиалка,Синий,слабый,Америка
Ромашка,Синий,слабый,Америка
Тюльпан,Синий,слабый,Средняя полоса
Гвоздика,Фиолетовый,слабый,Австралия
Васильки,Фиолетовый,слабый,Азия
Лаванда,Белый,сильный,Субтропики
Тюльпан,Жёлтый,умеренный,Европа
Лилия,Белый,слабый,Азия
Гвоздика,Бордовый,слабый,Австралия
Ирис,Бордовый,слабый,Австралия
Тюльпан,Розовый,слабый,Африка
Васильки,Синий,умеренный,Азия
Ирис,Бордовый,слабый,Субтропики
Лилия,Жёлтый,умеренный,Тропики
Гвоздика,Оранжевый,сильный,Средняя полоса
Гвоздика,Красный,сильный,Америка
Роза,Синий,сильный,Азия
Фиалка,Красный,умеренный,Субтропики
Фиалка,Красный,умеренный,Австралия
Орхидея,Бордовый,умеренный,Тропики
Пион,Жёлтый,сильный,Субтропики
Ирис,Красный,сильный,Европа
Ирис,Синий,умеренный,Африка
Лилия,Розовый,сильный,Австралия
Лаванда,Белый,умеренный,Азия
Роза,Розовый,слабый,Субтропики
Роза,Синий,слабый,Африка
Фиалка,Розовый,сильный,Азия
Лилия,Красный,сильный,Субтропики
Орхидея,Жёлтый,сильный,Азия
Незабудка,Фиолетовый,сильный,Австралия
Нарцисс,Фиолетовый,слабый,Азия
Мак,Белый,умеренный,Азия
Орхидея,Белый,умеренный,Средняя полоса
Нарцисс,Оранжевый,умеренный,Средняя полоса
Тюльпан,Оранжевый,слабый,Америка
Пион,Фиолетовый,сильный,Африка
Гвоздика,Синий,умеренный,Америка
Мак,Белый,слабый,Америка
Лаванда,Бордовый,сильный,Азия
Пион,Белый,умеренный,Америка
Роза,Оранжевый,сильный,Австралия
Лаванда,Фиолетовый,сильный,Азия
Хризантема,Синий,сильный,Африка
Роза,Оранжевый,сильный,Средняя полоса
Фиалка,Белый,слабый,Европа
Фиалка,Красный,умеренный,Африка
Тюльпан,Жёлтый,умеренный,Средняя полоса
Пион,Розовый,слабый,Африка
Тюльпан,Белый,умеренный,Азия
Лилия,Оранжевый,сильный,Азия
Лаванда,Фиолетовый,умеренный,Субтропики
Гвоздика,Синий,умеренный,Субтропики
Пион,Розовый,слабый,Тропики
Васильки,Белый,слабый,Европа
Лаванда,Фиолетовый,сильный,Тропики
Незабудка,Оранжевый,умеренный,Европа
Ромашка,Жёлтый,слабый,Тропики
Роза,Жёлтый,слабый,Субтропики
Пион,Оранжевый,умеренный,Америка
Ирис,Розовый,слабый,Америка
Ирис,Белый,умеренный,Тропики
Роза,Розовый,умеренный,Тропики
Лилия,Красный,слабый,Тропики
Нарцисс,Розовый,слабый,Европа
Роза,Красный,сильный,Средняя полоса
Незабудка,Фиолетовый,сильный,Субтропики
Тюльпан,Красный,сильный,Европа
Фиалка,Синий,слабый,Америка
Гвоздика,Розовый,сильный,Тропики
Гвоздика,Бордовый,слабый,Тропики
Ирис,Оранжевый,сильный,Африка
Лилия,Розовый,сильный,Австралия
Ирис,Оранжевый,слабый,Европа
Ромашка,Розовый,сильный,Европа
Тюльпан,Синий,слабый,Тропики
Орхидея,Оранжевый,слабый,Азия
Ирис,Бордовый,умеренный,Средняя полоса
Ромашка,Красный,сильный,Африка
Ирис,Жёлтый,слабый,Европа
Ирис,Бордовый,умеренный,Америка
Роза,Бордовый,слабый,Африка
Лаванда,Белый,сильный,Америка
Фиалка,Красный,умеренный,Америка
Хризантема,Бордовый,слабый,Австралия
Мак,Синий,умеренный,Азия
Тюльпан,Красный,умеренный,Европа
Васильки,Синий,сильный,Европа
Гвоздика,Розовый,умеренный,Австралия
Пион,Розовый,умеренный,Азия
Фиалка,Жёлтый,сильный,Тропики
Тюльпан,Фиолетовый,сильный,Америка
Васильки,Красный,умеренный,Тропики
Орхидея,Фиолетовый,слабый,Африка
Мак,Бордовый,слабый,Африка
Васильки,Синий,сильный,Средняя полоса
Лаванда,Белый,умеренный,Тропики
Мак,Фиолетовый,слабый,Австралия
Лаванда,Белый,умеренный,Европа
Лилия,Жёлтый,умеренный,Субтропики
Фиалка,Жёлтый,слабый,Австралия
Роза,Фиолетовый,сильный,Европа
Тюльпан,Фиолетовый,слабый,Европа
Мак,Бордовый,сильный,Америка
Нарцисс,Белый,слабый,Африка
Незабудка,Розовый,умеренный,Субтропики
Хризантема,Фиолетовый,умеренный,Австралия
Орхидея,Красный,умеренный,Азия
Незабудка,Красный,слабый,Австралия
Ирис,Бордовый,слабый,Америка
Лилия,Белый,умеренный,Австралия
Роза,Оранжевый,сильный,Средняя полоса
Незабудка,Бордовый,слабый,Африка
Тюльпан,Белый,умеренный,Тропики
Мак,Фиолетовый,сильный,Африка
Хризантема,Фиолетовый,слабый,Субтропики
Ирис,Синий,сильный,Средняя полоса
Гвоздика,Розовый,слабый,Австралия
Хризантема,Синий,сильный,Субтропики
Лаванда,Оранжевый,сильный,Субтропики
Лаванда,Красный,сильный,Средняя полоса
Фиалка,Оранжевый,умеренный,Средняя полоса
Орхидея,Оранжевый,сильный,Субтропики
Орхидея,Розовый,слабый,Австралия
Фиалка,Красный,умеренный,Америка
Пион,Фиолетовый,слабый,Субтропики
Васильки,Белый,умеренный,Азия
Гвоздика,Фиолетовый,умеренный,Европа
Незабудка,Белый,сильный,Европа
Ирис,Белый,умеренный,Азия
Лаванда,Розовый,сильный,Америка
Хризантема,Оранжевый,умеренный,Австралия
Ирис,Фиолетовый,сильный,Европа
Хризантема,Белый,умеренный,Средняя полоса
Хризантема,Красный,умеренный,Америка
Незабудка,Синий,слабый,Австралия
Орхидея,Красный,слабый,Африка
Нарцисс,Фиолетовый,сильный,Азия
Роза,Фиолетовый,умеренный,Средняя полоса
Лаванда,Бордовый,слабый,Азия
Лаванда,Оранжевый,умеренный,Австралия
Пион,Жёлтый,сильный,Европа
Орхидея,Фиолетовый,умеренный,Азия
Тюльпан,Жёлтый,сильный,Европа
Хризантема,Оранжевый,слабый,Субтропики
Фиалка,Фиолетовый,слабый,Африка
Ирис,Белый,умеренный,Средняя полоса
Ирис,Розовый,слабый,Азия
Тюльпан,Фиолетовый,умеренный,Тропики
Мак,Фиолетовый,умеренный,Средняя полоса
Хризантема,Бордовый,умеренный,Азия
Лилия,Синий,умеренный,Тропики
Гвоздика,Белый,сильный,Средняя полоса
Роза,Синий,слабый,Австралия
Орхидея,Фиолетовый,умеренный,Тропики
Орхидея,Оранжевый,слабый,Европа
Ромашка,Оранжевый,умеренный,Азия
Васильки,Розовый,слабый,Америка
Лилия,Розовый,слабый,Америка
Пион,Бордовый,умеренный,Средняя полоса
Лилия,Фиолетовый,сильный,Европа
Незабудка,Бордовый,умеренный,Тропики
Пион,Оранжевый,слабый,Европа
Лаванда,Красный,сильный,Азия
Ирис,Белый,сильный,Америка
Лаванда,Бордовый,умеренный,Америка
Фиалка,Красный,сильный,Африка
Роза,Красный,сильный,Европа
